#{"t_start": 1645389438.6261501, "env_id": null}
r,l,t
7720.004124,414,1007.081647
6959.565707,526,1010.511791
7732.336039,413,1014.004405
559.229475,257,1016.653392
0.0,2002,1025.905851
102.897296,108,1034.30486
7308.943077,471,1036.310911
0.0,2002,1045.83151
281.869794,162,1062.122655
376.268461,159,1063.388312
5592.363165,409,1065.505928
1429.070534,275,1068.125067
305.579323,141,1070.352052
3751.504836,310,1072.03283
7504.565057,445,1074.756641
26.994974,2002,1084.380188
99.95507,120,1093.379502
1014.58387,185,1094.559631
963.318932,251,1096.294038
828.87427,234,1098.232327
6378.814889,620,1101.888684
14.635583,64,1104.709995
308.139534,138,1105.50684
7177.812488,492,1107.828324
6985.455716,522,1112.108205
243.961193,125,1114.717575
1097.222529,296,1116.34372
291.262948,148,1118.14282
933.548704,222,1120.119984
214.230088,140,1121.581603
773.907904,230,1123.027395
112.597332,107,1124.426357
42.523489,2002,1133.07826
7844.40514,395,1142.351231
1810.937239,281,1144.929356
151.77613,131,1146.616826
271.614378,108,1148.714391
1298.886429,231,1150.003974
740.813902,195,1151.664627
392.736891,155,1153.063461
227.744584,123,1155.249243
106.660221,108,1156.227442
136.978488,118,1157.196163
735.509955,162,1158.298336
39.335493,83,1160.455395
158.008831,104,1161.243989
1081.601944,216,1162.494911
0.129857,148,1163.987517
11.685837,2002,1172.824791
286.566667,159,1181.388826
104.902389,96,1182.451324
389.368597,214,1183.685699
940.087731,216,1186.82728
3108.586052,269,1188.694979
163.214809,134,1190.313381
266.591526,129,1191.391138
6229.120838,646,1195.961586
3123.201428,1417,1204.969462
7307.28154,473,1212.187245
708.085578,239,1214.937243
51.747342,2002,1225.087568
4932.807579,483,1234.760613
1177.534047,245,1237.574513
7518.588206,443,1240.076188
6613.883004,581,1244.873912
27.171296,2002,1254.966167
53.016761,2002,1268.193735
7900.171511,389,1277.44257
58.074125,93,1280.489411
1543.560711,211,1281.631541
611.945943,187,1283.209697
1914.570424,219,1284.78888
4.17321,63,1287.148332
568.982979,180,1288.109663
1229.324441,245,1289.742904
6493.406702,598,1292.812695
7393.383838,461,1297.323124
121.03607,120,1299.651222
1820.633789,324,1301.293241
138.361776,143,1303.184587
7306.823591,471,1305.973196
5.434647,70,1308.240908
